"acceptedName","specimenCount","propContemporary","logSpecimenCount","yearPublished","Threatened"
"Amanita submutabilis",10,0.1,2.30258509299405,1943,NA
"Amanita subphalloides",3,0,1.09861228866811,1945,NA
"Amanita subrecutita",7,0,1.94591014905531,1945,NA
"Amanita subsolitaria",44,0.522727272727273,3.78418963391826,1941,NA
"Amanita subvirginiana",8,0.125,2.07944154167984,1941,NA
"Amanita tenuifolia",18,0.0555555555555556,2.89037175789616,1945,NA
"Amanita thiersii",199,0.718592964824121,5.29330482472449,1957,NA
"Amanita umbrinidisca",17,0.823529411764706,2.83321334405622,1912,NA
"Amanita vaginata",9997,0.637491247374212,9.21004032696718,1774,"0"
"Amanita variicolor",29,0.758620689655172,3.36729582998647,2018,NA
"Amanita velatipes",204,0.705882352941177,5.31811999384422,1900,NA
"Amanita velosa",910,0.897802197802198,6.8134445995109,1895,NA
"Amanita verna",983,0.213631739572737,6.89060912014717,1780,NA
"Amanita vernella",4,0,1.38629436111989,1945,NA
"Amanita vernicoccora",274,1,5.61312810638807,2011,"0"
"Amanita verniformis",10,0,2.30258509299405,1945,NA
"Amanita violettae",3,0.333333333333333,1.09861228866811,1994,NA
"Amanita virginiana",21,0.571428571428571,3.04452243772342,1914,NA
"Amanita virosa",6487,0.747186681054417,8.77755545321306,1838,NA
"Amanita virosiformis",15,0.266666666666667,2.70805020110221,1941,NA
"Amanita vittadinii",330,0.772727272727273,5.79909265446053,1826,NA
"Amanita volvata",493,0.498985801217039,6.20050917404269,1872,NA
"Amanita watsoniana",5,0,1.6094379124341,1945,NA
"Amanita wellsii",126,0.603174603174603,4.83628190695148,1920,NA
"Amanita westii",6,0.833333333333333,1.79175946922805,1945,"0"
"Amaropostia stiptica",5443,0.745728458570641,8.6020856584342,1774,NA
"Amauroderma scopulosum",83,0.0240963855421687,4.4188406077966,1854,NA
"Amauroderma subrugosum",34,0.0882352941176471,3.52636052461616,1889,NA
"Amaurodon atrocyaneus",11,0.272727272727273,2.39789527279837,1966,NA
"Amaurodon mustialaensis",76,0.342105263157895,4.33073334028633,1870,NA
"Amaurodon viridis",371,0.466307277628032,5.91620206260743,1805,NA
"Amaurodon wakefieldiae",3,0,1.09861228866811,1974,NA
"Ambivina filobasidia",2,0,0.693147180559945,1974,NA
"Ameghiniella plicata",2,0,0.693147180559945,1884,NA
"Amphinema arachispora",3,0.333333333333333,1.09861228866811,1981,NA
"Amphinema byssoides",3635,0.47372764786795,8.19836438996762,1801,NA
"Amphisphaerella amphisphaerioides",30,0,3.40119738166216,1878,NA
"Amphisphaerella deceptiva",2,0.5,0.693147180559945,1994,NA
"Amphisphaerella mycophila",29,0.586206896551724,3.36729582998647,1815,NA
"Amphistereum leveilleanum",67,0.0746268656716418,4.20469261939097,1849,NA
"Ampulloclitocybe avellaneialba",55,0.472727272727273,4.00733318523247,1913,NA
"Ampulloclitocybe clavipes",7642,0.732007327924627,8.94141462800684,1801,NA
"Amyloathelia amylacea",80,0.35,4.38202663467388,1911,NA
"Amylobasidium tsugae",12,0,2.484906649788,1988,NA
"Amylocorticiellum cremeoisabellinum",72,0.402777777777778,4.27666611901606,1941,NA
"Amylocorticiellum molle",309,0.275080906148867,5.73334127689775,1821,NA
"Amylocorticiellum subillaqueatum",57,0.491228070175439,4.04305126783455,1941,NA
"Amylocorticium canadense",56,0.267857142857143,4.02535169073515,1926,NA
"Amylocorticium cebennense",465,0.382795698924731,6.14203740558736,1910,NA
"Amylocorticium cumminsii",2,0,0.693147180559945,1989,NA
"Amylocorticium mauiense",3,1,1.09861228866811,2004,NA
"Amylocorticium suaveolens",3,0,1.09861228866811,1968,NA
"Amylocorticium subincarnatum",424,0.67688679245283,6.04973345523196,1889,NA
"Amylocorticium subsulphureum",148,0.25,4.99721227376411,1881,NA
"Amylocystis lapponica",3325,0.796390977443609,8.10922495308995,1911,"0"
"Amylosporus bracei",42,0.380952380952381,3.73766961828337,1921,NA
"Amylosporus campbellii",116,0.267241379310345,4.75359019110636,1854,NA
"Amylostereum areolatum",533,0.564727954971857,6.27852142416584,1828,NA
"Amylostereum chailletii",1874,0.566702241195304,7.53583046279837,1822,NA
"Amylostereum laevigatum",2066,0.640367860600194,7.63336964967958,1828,NA
"Amyloxenasma grisellum",151,0.271523178807947,5.01727983681492,1922,NA
"Amyloxenasma lloydii",9,0.111111111111111,2.19722457733622,1928,NA
"Amyloxenasma rallum",15,0.0666666666666667,2.70805020110221,1950,NA
"Anastrophella subpeltata",2,0,0.693147180559945,1979,NA
"Angelina rufescens",141,0.226950354609929,4.94875989037817,1822,NA
"Anisogramma vepris",246,0.211382113821138,5.50533153593236,1862,NA
"Annulohypoxylon annulatum",367,0.133514986376022,5.90536184805457,1825,NA
"Annulohypoxylon archeri",157,0.210191082802548,5.05624580534831,1859,NA
"Annulohypoxylon bovei",510,0.684313725490196,6.23441072571837,1850,NA
"Annulohypoxylon michelianum",53,0.132075471698113,3.97029191355212,1863,NA
"Annulohypoxylon moriforme",41,0.682926829268293,3.71357206670431,1896,NA
"Annulohypoxylon nitens",62,0.387096774193548,4.12713438504509,1872,NA
"Annulohypoxylon pouceanum",7,0,1.94591014905531,1883,NA
"Annulohypoxylon stygium",644,0.204968944099379,6.46769872610435,1827,NA
"Annulohypoxylon thouarsianum",1661,0.822396146899458,7.41517510961329,1846,NA
"Annulohypoxylon truncatum",1136,0.200704225352113,7.0352685992811,1822,NA
"Annulohypoxylon urceolatum",13,0.384615384615385,2.56494935746154,1913,NA
"Anomoloma albolutescens",175,0.365714285714286,5.16478597392351,1911,NA
"Anomoloma myceliosum",343,0.311953352769679,5.83773044716594,1902,NA
"Anomoporia bombycina",460,0.373913043478261,6.13122648948314,1828,NA
"Antella americana",117,0.743589743589744,4.76217393479776,1942,NA
"Anthoporia albobrunnea",3929,0.881649274624586,8.27614021955846,1911,NA
"Anthostoma acerinum",1,0,0,1905,NA
"Anthostoma decipiens",117,0.495726495726496,4.76217393479776,1805,NA
"Anthostoma dryophilum",44,0.113636363636364,3.78418963391826,1823,NA
"Anthostoma ellisii",5,0.2,1.6094379124341,1881,NA
"Anthostoma gastrinum",254,0.283464566929134,5.53733426701854,1802,NA
"Anthostoma melanotes",149,0.0134228187919463,5.00394630594546,1852,NA
"Anthostoma minor",43,0,3.76120011569356,1887,NA
"Anthostoma saprophilum",13,0.384615384615385,2.56494935746154,1887,NA
"Anthostoma turgidum",451,0.334811529933481,6.11146733950268,1796,NA
"Anthostomella adusta",10,0.3,2.30258509299405,1878,NA
"Anthostomella atroalba",1,1,0,1998,NA
"Anthostomella clypeata",28,0.0357142857142857,3.3322045101752,1845,NA
"Anthostomella constipata",13,0,2.56494935746154,1849,NA
"Anthostomella diderma",6,0.166666666666667,1.79175946922805,1832,NA
"Anthostomella formosa",80,0.3875,4.38202663467388,1876,NA
"Anthostomella ludoviciana",7,0.428571428571429,1.94591014905531,1890,NA
"Anthostomella pedemontana",6,0.166666666666667,1.79175946922805,1902,NA
"Anthostomella phaeosticta",77,0.272727272727273,4.34380542185368,1845,NA
"Anthostomella poecila",8,0.625,2.07944154167984,1995,NA
"Anthostomella ratibidae",7,0,1.94591014905531,1950,NA
"Anthostomella sabinianae",3,0.333333333333333,1.09861228866811,1975,NA
"Anthostomella semitecta",4,1,1.38629436111989,1995,NA
"Anthostomella spissitecta",12,0.166666666666667,2.484906649788,2002,NA
"Anthostomella tomicoides",75,0.48,4.31748811353631,1875,NA
"Anthostomella tomicum",31,0.161290322580645,3.43398720448515,1848,NA
"Anthostomella torosa",10,0.2,2.30258509299405,2002,NA
"Anthostomella unguiculata",12,0.333333333333333,2.484906649788,1850,NA
"Anthracobia intermixta",8,0,2.07944154167984,1869,NA
"Anthracobia macrocystis",453,0.54083885209713,6.11589212548303,1873,NA
"Anthracobia maurilabra",340,0.317647058823529,5.82894561761021,1879,NA
"Anthracobia melaloma",905,0.372375690607735,6.80793494369993,1805,NA
"Anthracobia muelleri",96,0.65625,4.56434819146784,1872,NA
"Anthracobia nitida",43,0.348837209302326,3.76120011569356,1907,NA
"Anthracobia subatra",50,0.66,3.91202300542815,1895,NA
"Anthracophyllum lateritium",168,0.404761904761905,5.12396397940326,1868,NA
"Anthracophyllum melanophyllum",4,0,1.38629436111989,1848,NA
"Anthracophyllum nigritum",35,0.142857142857143,3.55534806148941,1846,NA
"Antrodia albida",1773,0.342921601804851,7.48042830607421,1818,NA
"Antrodia alpina",87,0.333333333333333,4.46590811865458,1939,NA
"Antrodia calceus",20,0,2.99573227355399,1821,NA
"Antrodia conchata",18,0,2.89037175789616,1917,NA
"Antrodia favescens",25,0.6,3.2188758248682,1832,NA
"Antrodia gossypium",273,0.545787545787546,5.60947179518496,1898,NA
"Antrodia griseoflavescens",58,0.344827586206897,4.06044301054642,1938,NA
"Antrodia heteromorpha",3443,0.541678768515829,8.14409846333852,1815,NA
"Antrodia macra",492,0.632113821138211,6.19847871649231,1826,NA
"Antrodia mappa",61,0.377049180327869,4.11087386417331,1946,NA
"Antrodia ramentacea",619,0.631663974151858,6.4281052726846,1879,NA
"Antrodia rhizomorpha",2,0.5,0.693147180559945,1953,NA
"Antrodia sinuosa",6182,0.703170494985442,8.72939712269206,1821,NA
"Antrodiella canadensis",75,0.2,4.31748811353631,1941,NA
"Antrodiella fissiliformis",66,0.227272727272727,4.18965474202643,1940,NA
"Antrodiella incrustans",43,0.372093023255814,3.76120011569356,1872,NA
"Antrodiella induratus",2,0,0.693147180559945,1875,NA
"Antrodiella leucoxantha",66,0.909090909090909,4.18965474202643,1925,NA
"Antrodiella pachycheiles",3,0,1.09861228866811,1894,NA
"Antrodiella pallescens",1510,0.76953642384106,7.31986492980897,1911,NA
"Antrodiella romellii",740,0.6,6.60665018619822,1926,NA
"Antrodiella semisupina",1480,0.377702702702703,7.29979736675816,1872,NA
"Antrodiella serpula",2417,0.702523789822094,7.79028238070348,1887,NA
"Antrodiella versicutis",102,0.343137254901961,4.62497281328427,1868,NA
"Aphanobasidium filicinum",347,0.291066282420749,5.84932477994686,1910,NA
"Aphanobasidium pseudotsugae",694,0.606628242074928,6.5424719605068,1926,NA
"Aphanobasidium subnitens",36,0.361111111111111,3.58351893845611,1928,NA
"Aphelaria brunneola",4,0,1.38629436111989,1868,NA
"Aphroditeola olida",531,0.721280602636535,6.27476202124194,1878,NA
"Apioperdon pyriforme",22415,0.816372964532679,10.0174856565895,1774,NA
"Apiorhynchostoma altipetum",3,0.666666666666667,1.09861228866811,1880,NA
"Apiosporella alpina",20,0,2.99573227355399,1946,NA
"Apiosporina collinsii",799,0.101376720901126,6.68336094576627,1832,NA
"Apiosporina morbosa",4659,0.742219360377763,8.4465561118168,1822,NA
"Apiothyrium arcticum",44,0.0454545454545454,3.78418963391826,1947,NA
"Arachnion album",295,0.28135593220339,5.68697535633982,1822,NA
"Arachniopsis albicans",3,0.333333333333333,1.09861228866811,1917,NA
"Arachnocrea papyracea",41,0.121951219512195,3.71357206670431,1886,NA
"Arachnopeziza rhaphidospora",19,0,2.94443897916644,1876,NA
"Arcangeliella ambigua",1,0,0,1935,NA
"Arcangeliella curtisii",2,0,0.693147180559945,1935,NA
"Arcangeliella laevis",6,0,1.79175946922805,1891,NA
"Arcangeliella magna",15,0,2.70805020110221,1935,NA
"Arcangeliella occidentalis",6,0,1.79175946922805,1899,NA
"Arcangeliella rosea",57,0.0175438596491228,4.04305126783455,1884,NA
"Arecophila advena",8,0,2.07944154167984,1930,NA
"Armillaria affinis",4,0,1.38629436111989,1989,NA
"Armillaria altimontana",1,0,0,2012,NA
"Armillaria appendiculata",5,0,1.6094379124341,1897,NA
"Armillaria australis",13,0,2.56494935746154,1945,NA
"Armillaria calvescens",52,0.211538461538462,3.95124371858143,1989,NA
"Armillaria cepistipes",1028,0.827821011673152,6.93537044601511,1920,NA
"Armillaria contorticystis",1,0,0,1979,NA
"Armillaria gallica",1871,0.877071084981293,7.53422832627409,1886,NA
"Armillaria gemina",27,0.592592592592593,3.29583686600433,1989,NA
"Armillaria granulosoides",6,0,1.79175946922805,1933,NA
"Armillaria graveolens",1,0,0,1943,NA
"Armillaria macrospora",2,0,0.693147180559945,1900,NA
"Armillaria mellea",13326,0.654960228125469,9.49747229312248,1790,NA
"Armillaria nabsnona",103,0.786407766990291,4.63472898822964,1996,NA
"Armillaria obscura",88,0.193181818181818,4.47733681447821,1774,NA
"Armillaria ostoyae",4612,0.877927146574154,8.43641688138895,1970,NA
"Armillaria puiggarii",51,0.823529411764706,3.93182563272433,1889,NA
"Armillaria sinapina",363,0.900826446280992,5.89440283426485,1988,NA
"Armillaria socialis",57,0.771929824561403,4.04305126783455,1815,NA
"Armillaria solidipes",186,0.967741935483871,5.2257466737132,1900,NA
"Armillaria sparrei",21,0,3.04452243772342,1956,NA
"Armillaria viscidipes",10,0,2.30258509299405,1891,NA
"Arrhenia acerosa",832,0.650240384615385,6.72383244082121,1805,NA
"Arrhenia auriscalpium",185,0.47027027027027,5.22035582507832,1828,NA
"Arrhenia chlorocyanea",478,0.882845188284519,6.16961073249146,1819,NA
"Arrhenia cyathella",6,0.666666666666667,1.79175946922805,1996,NA
"Arrhenia discorosea",82,0.951219512195122,4.40671924726425,1934,"1"
"Arrhenia epichysium",1128,0.607269503546099,7.028201432058,1794,NA
"Arrhenia gerardiana",400,0.515,5.99146454710798,1873,NA
"Arrhenia griseopallida",312,0.57051282051282,5.74300318780948,1826,NA
"Arrhenia hohensis",40,0.25,3.68887945411394,1941,NA
"Arrhenia lobata",721,0.38002773925104,6.58063913728495,1801,"0"
"Arrhenia obatra",126,0.53968253968254,4.83628190695148,1955,NA
"Arrhenia obscurata",455,0.595604395604396,6.12029741895095,1949,NA
"Arrhenia peltigerina",181,0.801104972375691,5.19849703126583,1878,NA
"Arrhenia philonotis",264,0.647727272727273,5.57594910314632,1828,NA
"Arrhenia pubescentipes",5,0,1.6094379124341,1985,NA
"Arrhenia rainierensis",7,0.571428571428571,1.94591014905531,1985,NA
"Arrhenia retiruga",1231,0.869212022745735,7.11558212618445,1785,NA
"Arrhenia rustica",623,0.495987158908507,6.43454651878745,1838,NA
"Arrhenia spathulata",1267,0.765588003157064,7.14440718032114,1785,NA
"Arrhenia umbratilis",40,0.2,3.68887945411394,1821,NA
"Arrhenia velutipes",377,0.570291777188329,5.93224518744801,1945,NA
"Arrhenia viridimammata",5,0,1.6094379124341,1954,NA
"Arrhenia volkertii",9,0,2.19722457733622,1911,NA
"Arthrographis sulphurea",37,0,3.61091791264422,1801,NA
"Artomyces candelabrus",37,0.351351351351351,3.61091791264422,1899,NA
"Artomyces carolinensis",2,0.5,0.693147180559945,2003,NA
"Artomyces cristatus",155,0.909677419354839,5.04342511691925,1930,NA
"Artomyces divaricatus",3,0,1.09861228866811,1967,NA
"Artomyces piperatus",176,0.471590909090909,5.17048399503815,1928,NA
"Artomyces pyxidatus",12395,0.905526421944332,9.42504844446929,1794,NA
"Aschersonia aleyrodis",197,0.0456852791878173,5.28320372873799,1897,NA
"Aschersonia aurantiaca",3,0,1.09861228866811,1939,NA
"Aschersonia columnifera",1,0,0,1922,NA
"Aschersonia cubensis",94,0.127659574468085,4.54329478227,1868,NA
"Aschersonia flavocitrina",16,0,2.77258872223978,1902,NA
"Ascobolus albidus",421,0.567695961995249,6.04263283368238,1858,NA
"Ascobolus albinus",1,0,0,1916,NA
"Ascobolus americanus",46,0.152173913043478,3.8286413964891,1876,NA
"Ascobolus cainii",5,0,1.6094379124341,1967,NA
"Ascobolus carbonarius",522,0.354406130268199,6.25766758788264,1870,NA
"Ascobolus crenulatus",364,0.414835164835165,5.89715386763674,1868,NA
"Ascobolus denudatus",646,0.792569659442725,6.4707995037826,1822,NA
"Ascobolus epimyces",101,0.0792079207920792,4.61512051684126,1875,NA
"Ascobolus foliicola",117,0.341880341880342,4.76217393479776,1869,NA
"Ascobolus furfuraceus",1400,0.364285714285714,7.24422751560335,1788,NA
"Ascobolus geophilus",85,0.270588235294118,4.44265125649032,1916,NA
"Ascobolus hansenii",5,0.8,1.6094379124341,1980,NA
"Ascobolus hawaiiensis",33,0.606060606060606,3.49650756146648,1967,NA
"Ascobolus immersus",554,0.398916967509025,6.31716468674728,1789,NA
"Ascobolus lineolatus",25,0.8,3.2188758248682,1967,NA
"Ascobolus macrosporus",20,0,2.99573227355399,1857,NA
"Ascobolus mancus",20,0.45,2.99573227355399,1895,NA
"Ascobolus michaudii",75,0.493333333333333,4.31748811353631,1907,NA
"Ascobolus minutus",32,0.40625,3.46573590279973,1888,NA
"Ascobolus nodulosporus",2,0.5,0.693147180559945,1884,NA
"Ascobolus roseopurpurascens",159,0.383647798742138,5.06890420222023,1895,NA
"Ascobolus scatigenus",98,0.163265306122449,4.58496747867057,1868,NA
"Ascobolus striisporus",15,0,2.70805020110221,1895,NA
"Ascobolus subglobosus",7,0,1.94591014905531,1916,NA
"Ascobolus viridis",151,0.311258278145695,5.01727983681492,1863,NA
"Ascobolus winteri",9,0,2.19722457733622,1895,NA
"Ascobolus xylophilus",7,0.142857142857143,1.94591014905531,1911,NA
"Ascoconidium purpurascens",19,0,2.94443897916644,1888,NA
"Ascocoryne cylichnium",3058,0.736429038587312,8.02551638648901,1853,NA
"Ascocoryne lilacina",109,0.642201834862385,4.69134788222914,1787,NA
"Ascocoryne sarcoides",9496,0.790332771693345,9.1586259362895,1781,NA
"Ascocoryne striata",18,0.166666666666667,2.89037175789616,1885,NA
"Ascocoryne turficola",193,0.66839378238342,5.26269018890489,1905,NA
"Ascodesmis microscopica",25,0.12,3.2188758248682,1857,NA
"Ascodesmis nigricans",68,0.294117647058824,4.21950770517611,1876,NA
"Ascodesmis sphaerospora",46,0.217391304347826,3.8286413964891,1961,NA
"Ascotremella faginea",928,0.785560344827586,6.8330317327862,1890,NA
"Ascotricha chartarum",79,0.0253164556962025,4.36944785246702,1838,NA
"Ascotricha congoensis",1,0,0,1963,NA
"Ascotricha ellisiana",25,0,3.2188758248682,1890,NA
"Ascotricha erinacea",21,0,3.04452243772342,1955,NA
"Ascotricha xylina",8,0,2.07944154167984,1951,NA
"Aspidella aureofloccosa",55,0.854545454545454,4.00733318523247,1927,NA
"Aspidella hesleri",11,0.818181818181818,2.39789527279837,1969,NA
"Aspidella solitaria",744,0.385752688172043,6.61204103483309,1781,NA
"Aspropaxillus candidus",253,0.343873517786561,5.53338948872752,1882,NA
"Aspropaxillus giganteus",2373,0.723978086809945,7.77191025643576,1800,NA
"Aspropaxillus lepistoides",48,0.645833333333333,3.87120101090789,1926,NA
"Aspropaxillus septentrionalis",80,0.6625,4.38202663467388,1948,NA
"Asterodon ferruginosus",4277,0.801262567220014,8.36100710822691,1894,NA
"Asteromassaria distincta",2,0,0.693147180559945,1832,NA
"Asteromassaria olivaceohirta",32,0.0625,3.46573590279973,1832,NA
"Asteromella kalmicola",224,0.00892857142857142,5.41164605185504,1832,NA
"Asterophora lycoperdoides",2663,0.647014645137063,7.88720858581393,1784,NA
"Asterophora parasitica",1671,0.721723518850987,7.42117752859539,1792,NA
"Asterostroma andinum",65,0.261538461538462,4.17438726989564,1893,NA
"Asterostroma cervicolor",456,0.212719298245614,6.12249280951439,1873,NA
"Asterostroma fulvum",11,0,2.39789527279837,1901,NA
"Asterostroma gracile",1,0,0,1924,NA
"Asterostroma laxum",200,0.485,5.29831736654804,1920,NA
"Asterostroma medium",65,0.4,4.17438726989564,1920,NA
"Asterostroma muscicola",150,0.213333333333333,5.01063529409626,1868,NA
"Asterostroma praeacutosporum",2,1,0.693147180559945,1997,NA
"Asterostroma spiniferum",3,0,1.09861228866811,1924,NA
"Astraeus hygrometricus",4979,0.48001606748343,8.51298434664218,1772,"0"
"Astraeus morganii",41,1,3.71357206670431,2013,NA
"Astraeus pteridis",202,0.658415841584158,5.30826769740121,1902,NA
"Astraeus smithii",30,0.866666666666667,3.40119738166216,2013,NA
"Astrocystis smilacicola",32,0,3.46573590279973,1828,NA
"Athelia acrospora",248,0.399193548387097,5.51342874616498,1972,NA
"Athelia alutacea",5,0,1.6094379124341,1972,NA
"Athelia arachnoidea",2716,0.728645066273932,7.90691548867859,1844,NA
"Athelia bambusae",2,0,0.693147180559945,1993,NA
"Athelia bombacina",279,0.559139784946237,5.63121178182137,1816,NA
"Athelia cibotii",6,0.5,1.79175946922805,1997,NA
"Athelia cystidiolophora",19,0.631578947368421,2.94443897916644,1967,NA
"Athelia decipiens",984,0.502032520325203,6.89162589705225,1908,NA
"Athelia epiphylla",1768,0.546380090497738,7.47760424319759,1818,NA
"Athelia fibulata",458,0.393013100436681,6.12686918411419,1960,NA
"Athelia globularis",3,0,1.09861228866811,1960,NA
"Athelia macularis",2,0,0.693147180559945,1946,NA
"Athelia neuhoffii",660,0.454545454545455,6.49223983502047,1923,NA
"Athelia ovata",33,0.272727272727273,3.49650756146648,1972,NA
"Athelia salicum",225,0.368888888888889,5.41610040220442,1822,NA
"Athelia sibirica",29,0.172413793103448,3.36729582998647,1972,NA
