acceptedName,specimenCount,propContemporary,yearPublished,medianPrediction,lower95ConfInt,upper95ConfInt
Entyloma ficariae,1481,0.519,1837,0.127,0.067,0.213
Ganoderma pfeifferi,868,0.711,1872,0.127,0.078,0.192
Lactarius lilacinus,1388,0.639,1828,0.127,0.068,0.212
Xylaria magnoliae,193,0.819,1979,0.128,0.075,0.205
Rhizopogon luteolus,1548,0.608,1817,0.129,0.065,0.222
Callistosporium purpureomarginatum,111,0.973,1996,0.129,0.073,0.212
Calonarius pseudoglaucopus,238,0.87,1960,0.129,0.076,0.205
Steccherinum oreophilum,251,0.661,1977,0.13,0.074,0.213
Gamundia striatula,486,0.675,1928,0.13,0.079,0.2
Inocybe assimilata,951,0.551,1881,0.13,0.078,0.203
Entoloma xanthochroum,223,0.87,1964,0.13,0.076,0.205
Xeromphalina kauffmanii,387,0.607,1953,0.13,0.073,0.212
Tomentella lilacinogrisea,341,0.569,1966,0.13,0.071,0.221
Sarcoscypha occidentalis,1354,0.614,1832,0.131,0.071,0.215
Exidia repanda,1439,0.629,1822,0.131,0.068,0.221
Mucronella flava,246,0.911,1953,0.131,0.076,0.209
Tremella globispora,248,0.734,1970,0.131,0.077,0.208
Hydnellum auratile,560,0.886,1891,0.131,0.079,0.206
Morchella brunnea,97,0.856,2012,0.132,0.075,0.214
Cortinarius ohlone,74,1,2013,0.132,0.073,0.221
Chroogomphus vinicolor,773,0.565,1898,0.133,0.079,0.206
Leucoagaricus barssii,376,0.785,1934,0.133,0.081,0.204
Cortinarius ionophyllus,268,0.69,1968,0.134,0.078,0.213
Thaxterogaster turmalis,1109,0.73,1838,0.134,0.077,0.212
Entoloma juncinum,380,0.589,1954,0.134,0.075,0.219
Trichophaea woolhopeia,755,0.747,1877,0.134,0.084,0.202
Agaricus bernardii,787,0.704,1878,0.134,0.084,0.201
Hebeloma fragilipes,263,0.722,1965,0.135,0.08,0.213
Morchella punctipes,432,0.956,1903,0.136,0.079,0.224
Pluteus plautus,1116,0.728,1836,0.136,0.079,0.216
Lactarius torminosulus,112,0.955,1994,0.136,0.079,0.219
Cortinarius praestans,1186,0.748,1826,0.136,0.075,0.222
Parasola auricoma,1089,0.77,1833,0.137,0.077,0.22
Mycoacia gilvescens,644,0.602,1908,0.137,0.083,0.209
Trichoderma sinuosum,105,0.886,2003,0.138,0.08,0.218
Aureoboletus projectellus,360,0.758,1938,0.138,0.084,0.209
Lepiota fuscovinacea,363,0.733,1940,0.138,0.084,0.21
Entoloma turci,623,0.825,1884,0.138,0.086,0.21
Cerrena zonata,934,0.725,1854,0.139,0.085,0.212
Inocybe godeyi,793,0.705,1874,0.139,0.088,0.207
Conocybe juniana,468,0.592,1935,0.14,0.082,0.22
Hydnellum versipelle,880,0.72,1861,0.14,0.087,0.21
Picipes tubaeformis,736,0.69,1883,0.14,0.089,0.207
Cortinarius caesiobrunneus,86,0.919,2009,0.14,0.081,0.223
Agaricus cupreobrunneus,392,0.666,1939,0.142,0.087,0.218
Xanthoconium purpureum,204,0.887,1962,0.142,0.085,0.221
Pholiota terrestris,508,0.61,1924,0.143,0.087,0.221
Ramaria flavobrunnescens,559,0.669,1909,0.143,0.09,0.212
Lactarius paradoxus,367,0.692,1940,0.144,0.089,0.219
Pluteus thomsonii,732,0.724,1876,0.146,0.093,0.216
Inocybe splendens,342,0.807,1932,0.146,0.09,0.22
Pholiota lignicola,813,0.661,1872,0.147,0.094,0.218
Tricholoma psammopus,832,0.626,1873,0.149,0.095,0.22
Parasola kuehneri,334,0.793,1934,0.149,0.093,0.223
Russula amethystina,519,0.792,1898,0.15,0.095,0.223
Lactarius decipiens,711,0.633,1886,0.153,0.098,0.222
